LocationID,BRDYEAR,mean_max_depth,max_depth,mean_salinity,max_salinity,AirTemp,WaterTemp,num_egg_masses,mean_percent_sub,mean_percent_emerg,mean_percent_water,Watershed,CoastalSite,yearly_rain,interpolated_canopy,water_flow,water_regime
AC01,2023,0.6,0.6,0,0,NA,NA,0,64,35,1,Audubon Canyon,FALSE,52.63,NA,lentic,seasonal
AC02,2023,0.44,0.88,0,0,NA,NA,0,5,57.5,37.5,Garden Club Canyon,FALSE,52.63,NA,lentic,seasonal
EC01,2021,0.25,0.25,0,0,12,NA,0,45,50,5,Easkoot Creek,FALSE,13.48,NA,lentic,perennial
KC01,2013,0.7388461538461538,0.85,0,0,17.45,10.666666666666666,26,10,60,30,Kanoff Creek,FALSE,26.13,0,lentic,seasonal
KC01,2015,0.7355555555555555,0.8,0,0,20.71875,12.933333333333334,43,1.0666666666666667,32.55555555555556,27.933333333333334,Kanoff Creek,FALSE,27.67,0,lentic,seasonal
KC01,2016,0.6582758620689655,0.72,0,0,14.251724137931035,5.904761904761905,29,NA,NA,NA,Kanoff Creek,FALSE,29.78,0,lentic,seasonal
KC01,2017,0.7308333333333333,0.81,0,0,14.427777777777777,11.277777777777777,34,4.638888888888889,83.16666666666667,12.194444444444445,Kanoff Creek,FALSE,56.51,0,lentic,seasonal
KC01,2018,0.7061538461538461,0.85,0,0,18.705555555555556,13.286516853932584,88,7.087912087912088,70,22.912087912087912,Kanoff Creek,FALSE,24.45,0,lentic,seasonal
KC01,2019,0.7127777777777777,0.73,0,0,16.591666666666665,9.284285714285714,39,1.3333333333333333,73.66666666666667,25,Kanoff Creek,FALSE,48.7,0,lentic,seasonal
KC01,2020,0.4660714285714286,0.55,0,0,16.405128205128204,11.1,43,1.0263157894736843,90,8.973684210526315,Kanoff Creek,FALSE,22.94,0,lentic,seasonal
KC01,2021,0.4325,0.55,0,0,14.465714285714286,11.382352941176471,32,0,30.333333333333332,69.66666666666667,Kanoff Creek,FALSE,13.48,0,lentic,seasonal
KC01,2022,0.4593103448275862,0.55,0,0,13.148275862068965,10.310344827586206,28,0,26.666666666666668,73.33333333333333,Kanoff Creek,FALSE,35.68,0,lentic,seasonal
KC01,2023,0.4761111111111111,0.5,0,0,14.716666666666667,11.448571428571428,32,0,29.02777777777778,70.97222222222223,Kanoff Creek,FALSE,52.63,0,lentic,seasonal
KC02,2013,0.54,0.65,0,0,17.1,14,1,0,30,70,Kanoff Creek,FALSE,26.13,20,both,seasonal
KC02,2015,0.646,0.75,0,0,19.36,17.475,0,0,9.285714285714286,90.71428571428571,Kanoff Creek,FALSE,27.67,26,both,seasonal
KC02,2016,0.658,0.75,0,0,16.1,11.666666666666666,0,NA,NA,NA,Kanoff Creek,FALSE,29.78,29,both,seasonal
KC02,2017,0.6575,0.77,0,0,15.7425,12.383333333333333,2,3.272727272727273,20.454545454545453,76.27272727272727,Kanoff Creek,FALSE,56.51,32,both,seasonal
KC02,2018,0.5642857142857143,0.81,0,0,16.87142857142857,14.333333333333334,0,3.857142857142857,12.714285714285714,83.42857142857143,Kanoff Creek,FALSE,24.45,35,both,seasonal
KC02,2019,0.41,0.6,0,0,16.433333333333334,8.8,1,1.6666666666666667,38.333333333333336,60,Kanoff Creek,FALSE,48.7,38,both,seasonal
KC02,2020,0.3983333333333333,0.5,0,0,18.7,15.183333333333334,0,0,20,80,Kanoff Creek,FALSE,22.94,41,both,seasonal
KC02,2021,0.28250000000000003,0.4,0,0,16.95,15,0,0,12.5,87.5,Kanoff Creek,FALSE,13.48,44,both,seasonal
KC02,2022,0.39,0.54,0,0,16.31111111111111,12.555555555555555,0,0,4,96,Kanoff Creek,FALSE,35.68,47,both,seasonal
KC02,2023,0.3511111111111111,0.5,0,0,14.988888888888889,11.433333333333334,0,0,3.888888888888889,96.11111111111111,Kanoff Creek,FALSE,52.63,50,both,seasonal
KC03,2015,0.162,0.22,0,0,17,18.733333333333334,0,0,49,51,Kanoff Creek,FALSE,27.67,0,lentic,seasonal
KC03,2016,0.134,0.23,0,0,14.7,13.333333333333334,0,NA,NA,NA,Kanoff Creek,FALSE,29.78,0,lentic,seasonal
KC03,2017,0.23307692307692307,0.33,0,0,15.276923076923078,12.376923076923077,6,6.230769230769231,83.61538461538461,10.153846153846153,Kanoff Creek,FALSE,56.51,0,lentic,seasonal
KC03,2018,0.2481818181818182,0.75,0,0,17.3375,15.3125,0,14.090909090909092,54.54545454545455,31.363636363636363,Kanoff Creek,FALSE,24.45,0,lentic,seasonal
KC03,2019,0.274,0.52,0,0,16.8,12.1,0,2,58,40,Kanoff Creek,FALSE,48.7,0,lentic,seasonal
KC03,2020,0.23399999999999999,0.3,0,0,17.25,9.7,0,0,57.5,42.5,Kanoff Creek,FALSE,22.94,0,lentic,seasonal
KC03,2021,0.2,0.22,0,0,15.64,13.4,0,0,60,40,Kanoff Creek,FALSE,13.48,0,lentic,seasonal
KC03,2022,0.19222222222222224,0.28,0,0,16.91111111111111,12.88888888888889,0,0,42.44444444444444,57.55555555555556,Kanoff Creek,FALSE,35.68,0,lentic,seasonal
KC03,2023,0.2411111111111111,0.3,0,0,15.444444444444445,11.71111111111111,0,0,26.11111111111111,73.88888888888889,Kanoff Creek,FALSE,52.63,0,lentic,seasonal
KC04,2017,0.31,0.4,0,0,16.53333333333333,NA,0,NA,NA,NA,Kanoff Creek,FALSE,56.51,NA,lentic,seasonal
LS01,2010,0.7381818181818182,0.88,2,2,16.136363636363637,13,21,NA,NA,NA,Laguna Salada,TRUE,42.65,0,lentic,perennial
LS01,2020,NA,NA,NA,NA,16.60909090909091,14.07,11,NA,NA,NA,Laguna Salada,TRUE,22.94,0,lentic,perennial
LS01,2021,NA,NA,NA,NA,15.536363636363637,14.588888888888889,3,NA,NA,NA,Laguna Salada,TRUE,13.48,0,lentic,perennial
LS01,2022,NA,NA,NA,NA,14.904347826086957,12.442857142857143,2,NA,NA,NA,Laguna Salada,TRUE,35.68,0,lentic,perennial
LS01,2023,NA,NA,NA,NA,10.035,8.035,7,NA,NA,NA,Laguna Salada,TRUE,52.63,0,lentic,perennial
LS04,2010,NA,NA,NA,NA,16.75,13.333333333333334,1,NA,NA,NA,Laguna Salada,TRUE,42.65,NA,lentic,perennial
LS04,2020,NA,NA,NA,NA,15.9,NA,0,NA,NA,NA,Laguna Salada,TRUE,22.94,NA,lentic,perennial
LS04,2021,NA,NA,NA,NA,15.411111111111111,14.266666666666667,0,NA,NA,NA,Laguna Salada,TRUE,13.48,NA,lentic,perennial
LS04,2022,NA,NA,NA,NA,15.127272727272727,12.51,0,NA,NA,NA,Laguna Salada,TRUE,35.68,NA,lentic,perennial
LS04,2023,NA,NA,NA,NA,10.50625,8.30625,0,NA,NA,NA,Laguna Salada,TRUE,52.63,NA,lentic,perennial
LS05,2010,1.200909090909091,1.43,0,0,16.509090909090908,13.55,4,1.3636363636363635,44.09090909090909,54.54545454545455,Laguna Salada,FALSE,42.65,27.77777777777778,lentic,perennial
LS05,2011,1.308,1.4,0,0,15.648,9.75,1,1,59,36,Laguna Salada,FALSE,50.91,33.33333333333333,lentic,perennial
LS05,2012,1.178,1.22,0,0,16.62,NA,3,4,28,72,Laguna Salada,FALSE,28.01,38.88888888888889,lentic,perennial
LS05,2013,1.35,1.35,0,0,16.4,13.5,0,1,49,50,Laguna Salada,FALSE,26.13,44.44444444444444,lentic,perennial
LS05,2014,1.22,1.3,0,0,21.6,17.5,0,0,77.5,22.5,Laguna Salada,FALSE,22.93,50,lentic,perennial
LS05,2016,0.8966666666666667,1.26,0,0,17.725,13.875,0,0,5,95,Laguna Salada,FALSE,29.78,61.111111111111114,lentic,perennial
LS05,2017,1.1800000000000002,1.32,0,0,15.716666666666667,11.1,1,2,24,74,Laguna Salada,FALSE,56.51,66.66666666666666,lentic,perennial
LS05,2018,1.21,1.27,0,0,17.55,12.4,0,16.666666666666668,26.666666666666668,56.666666666666664,Laguna Salada,FALSE,24.45,72.22222222222221,lentic,perennial
LS05,2019,1.02,1.33,0,0,18.366666666666667,12,0,1,45,54,Laguna Salada,FALSE,48.7,77.77777777777779,lentic,perennial
LS05,2020,0.8875,1.15,0,0,16.6,15,0,6.666666666666667,25,70,Laguna Salada,FALSE,22.94,83.33333333333334,lentic,perennial
LS05,2021,0.6428571428571428,0.83,0,0,17.041999999999998,11.875,0,8,13.75,78.25,Laguna Salada,FALSE,13.48,88.88888888888889,lentic,perennial
LS05,2022,1.078,1.34,0,0,16.466666666666665,11.883333333333333,0,1.9,28.2,69.9,Laguna Salada,FALSE,35.68,94.44444444444444,lentic,perennial
LS05,2023,1.0816666666666666,1.4,0,0,11.933333333333334,7.5,0,4.166666666666667,35.833333333333336,60,Laguna Salada,FALSE,52.63,100,lentic,perennial
LS06,2010,0.9775,1.1,0,0,17.46153846153846,14.846153846153847,9,0.07692307692307693,0.6230769230769231,99.3,Laguna Salada,FALSE,42.65,5.666666666666667,lentic,seasonal
LS06,2011,1.38,1.5,0,0,15.031818181818181,10.095238095238095,21,0.45454545454545453,13.409090909090908,86.13636363636364,Laguna Salada,FALSE,50.91,6,lentic,seasonal
LS06,2012,0.715,0.84,0,0,15.725,NA,1,22.5,5,72.5,Laguna Salada,FALSE,28.01,6.333333333333333,lentic,seasonal
LS06,2013,0.945,1.14,0,0,16.12,14.25,3,0,15,85,Laguna Salada,FALSE,26.13,6.666666666666666,lentic,seasonal
LS06,2014,0.38,0.38,0,0,15.3,24.5,0,2.5,7.5,92.5,Laguna Salada,FALSE,22.93,7,lentic,seasonal
LS06,2016,1.265,1.38,0,0,16.825,15.625,0,NA,NA,NA,Laguna Salada,FALSE,29.78,7.666666666666666,lentic,seasonal
LS06,2017,1.26375,1.4,0,0,18.349999999999998,14.142857142857142,5,0,5,95,Laguna Salada,FALSE,56.51,8,lentic,seasonal
LS06,2018,1.25,1.35,0,0,17,13.066666666666666,0,3.3333333333333335,7.666666666666667,89,Laguna Salada,FALSE,24.45,8.333333333333332,lentic,seasonal
LS06,2019,0.9133333333333334,1.37,0,0,16.9,13,0,0,5.5,94.5,Laguna Salada,FALSE,48.7,8.666666666666666,lentic,seasonal
LS06,2020,0.39999999999999997,0.73,0,0,15.4,15,0,2.5,15,82.5,Laguna Salada,FALSE,22.94,9,lentic,seasonal
LS06,2021,0.018750000000000003,0.05,0,0,17.533333333333335,NA,0,0,100,0,Laguna Salada,FALSE,13.48,9.333333333333334,lentic,seasonal
LS06,2022,1.1400000000000001,1.37,0,0,17.642857142857142,14.4,4,1.875,15.625,82.5,Laguna Salada,FALSE,35.68,9.666666666666668,lentic,seasonal
LS06,2023,1.0625,1.4,0,0,13.45,9.485714285714286,9,0,39.375,60.625,Laguna Salada,FALSE,52.63,10,lentic,seasonal
LS07,2010,1.3533333333333333,1.62,0,0,16.143478260869564,13.391304347826088,17,0,4.521739130434782,95.47826086956522,Laguna Salada,FALSE,42.65,0,lentic,seasonal
LS07,2011,1.4515,1.61,0,0,15.1875,11.717948717948717,42,0,15.897435897435898,84.1025641025641,Laguna Salada,FALSE,50.91,0,lentic,seasonal
LS07,2013,1.1884615384615385,1.52,0,0,17.628205128205128,13.153846153846153,36,5,30,65,Laguna Salada,FALSE,26.13,0,lentic,seasonal
LS07,2014,0.535,0.99,0,0,15.2,22,1,5,22.5,77.5,Laguna Salada,FALSE,22.93,0,lentic,seasonal
LS07,2016,1.4355555555555555,1.57,0,0,20.833333333333332,14.61111111111111,8,NA,NA,NA,Laguna Salada,FALSE,29.78,0,lentic,seasonal
LS07,2017,1.268,1.62,0,0,12.6,10.333333333333334,2,0,8.333333333333334,91.66666666666667,Laguna Salada,FALSE,56.51,0,lentic,seasonal
LS07,2018,1.334,1.46,0,0,21.3,12.58,3,3,6,91,Laguna Salada,FALSE,24.45,0,lentic,seasonal
LS07,2019,1.1166666666666667,1.6,0,0,15.35,12,0,0,5.5,94.5,Laguna Salada,FALSE,48.7,0,lentic,seasonal
LS07,2020,0.39999999999999997,0.7,0,0,15.1,NA,3,0,30,70,Laguna Salada,FALSE,22.94,0,lentic,seasonal
LS07,2021,0.07,0.2,0,0,17.54,14.4,0,6.666666666666667,63.333333333333336,30,Laguna Salada,FALSE,13.48,0,lentic,seasonal
LS07,2022,1.2346153846153847,1.62,0,0,16.742857142857144,12.483333333333334,12,0.7142857142857143,6.142857142857143,93.14285714285714,Laguna Salada,FALSE,35.68,0,lentic,seasonal
LS07,2023,1.3735714285714287,1.63,0,0,13.492857142857142,9.799999999999999,13,0,28.571428571428573,71.42857142857143,Laguna Salada,FALSE,52.63,0,lentic,seasonal
LS08,2010,1.2593333333333334,1.68,NA,NA,17.926666666666666,12.5,10,0,11.333333333333334,88.66666666666667,Laguna Salada,TRUE,42.65,0,lentic,perennial
LS08,2011,1.1300000000000001,1.37,NA,NA,16.45925925925926,11,35,0.18518518518518517,30.555555555555557,69.25925925925925,Laguna Salada,TRUE,50.91,0,lentic,perennial
LS08,2012,1.25,1.25,NA,NA,17.945454545454545,NA,10,0,25,75,Laguna Salada,TRUE,28.01,0,lentic,perennial
LS08,2013,1.35,1.35,NA,NA,16.314285714285713,14,5,2,43,55,Laguna Salada,TRUE,26.13,0,lentic,perennial
LS08,2014,0.96,0.96,NA,NA,19.3,19.5,0,2.5,27.5,72.5,Laguna Salada,TRUE,22.93,0,lentic,perennial
LS08,2016,1.3228571428571427,1.7,NA,NA,21.74,14.38,4,NA,NA,NA,Laguna Salada,TRUE,29.78,0,lentic,perennial
LS08,2017,1.737,1.74,NA,NA,13.76,10.955555555555556,7,1.4444444444444444,31.11111111111111,67.44444444444444,Laguna Salada,TRUE,56.51,0,lentic,perennial
LS08,2018,1.4025,1.71,0,0,17.225,13,5,13.75,36.25,50,Laguna Salada,TRUE,24.45,0,lentic,perennial
LS08,2019,1.42,1.75,NA,NA,17.333333333333332,NA,1,2.5,55,42.5,Laguna Salada,TRUE,48.7,0,lentic,perennial
LS08,2020,1.1925,1.4,NA,NA,16.5,14,0,2.5,57.5,40,Laguna Salada,TRUE,22.94,0,lentic,perennial
LS08,2021,0.8833333333333333,1.2,3,3,18.875,11.5,2,0,82.5,17.5,Laguna Salada,TRUE,13.48,0,lentic,perennial
LS08,2022,1.2122222222222223,1.68,NA,NA,17.92222222222222,14.7,3,1,64.5,34.5,Laguna Salada,TRUE,35.68,0,lentic,perennial
LS08,2023,1.66625,1.9,NA,NA,13.011111111111111,9.11111111111111,10,0,61.875,38.125,Laguna Salada,TRUE,52.63,0,lentic,perennial
LS09,2010,1.0057142857142858,1.2,0,0,17.45,15.275,0,0,17.857142857142858,82.14285714285714,Laguna Salada,FALSE,42.65,100,lotic,perennial
LS09,2011,1.0183333333333333,1.19,0,0,18.16,13.75,1,0,11.666666666666666,88.33333333333333,Laguna Salada,FALSE,50.91,100,lotic,perennial
LS09,2013,0.85,0.85,0,0,16.35,16,0,5,5,85,Laguna Salada,FALSE,26.13,100,lotic,perennial
LS09,2016,0.73,0.92,0,0,22.066666666666666,15.666666666666666,0,NA,NA,NA,Laguna Salada,FALSE,29.78,100,lotic,perennial
LS09,2017,0.956,0.98,0,0,17.375,14.2,0,0,0,100,Laguna Salada,FALSE,56.51,100,lotic,perennial
LS09,2018,0.815,0.9,0,0,18.433333333333334,16,0,8.333333333333334,2.6666666666666665,89,Laguna Salada,FALSE,24.45,100,lotic,perennial
LS09,2019,0.58,0.58,0,0,18.233333333333334,14,0,0,1,99,Laguna Salada,FALSE,48.7,100,lotic,perennial
LS09,2020,0.175,0.35,0,0,15,NA,0,0,5,95,Laguna Salada,FALSE,22.94,100,lotic,perennial
LS09,2021,0.4,0.4,0,0,16.625,14.733333333333334,0,0,16.666666666666668,83.33333333333333,Laguna Salada,FALSE,13.48,100,lotic,perennial
LS09,2022,0.6799999999999999,1,0,0,16.211111111111112,14.133333333333333,0,1.4285714285714286,10.714285714285714,87.85714285714286,Laguna Salada,FALSE,35.68,100,lotic,perennial
LS09,2023,0.86,1.2,0,0,10.833333333333334,12.483333333333334,0,0,27.5,72.5,Laguna Salada,FALSE,52.63,100,lotic,perennial
LS11,2010,NA,NA,NA,NA,17.866666666666667,12.153846153846153,12,NA,NA,NA,Laguna Salada,TRUE,42.65,NA,lentic,perennial
LS11,2020,NA,NA,NA,NA,15.83125,NA,0,NA,NA,NA,Laguna Salada,TRUE,22.94,NA,lentic,perennial
LS11,2021,NA,NA,NA,NA,15.411111111111111,14.6,0,NA,NA,NA,Laguna Salada,TRUE,13.48,NA,lentic,perennial
LS11,2022,NA,NA,NA,NA,15.127272727272727,12.51,0,NA,NA,NA,Laguna Salada,TRUE,35.68,NA,lentic,perennial
LS11,2023,NA,NA,NA,NA,9.84375,8.20625,2,NA,NA,NA,Laguna Salada,TRUE,52.63,NA,lentic,perennial
MC01,2010,1.1870833333333333,1.3,0,0,16.63013698630137,13.408450704225352,68,1.095890410958904,38.19178082191781,60.821917808219176,Milagra Creek,FALSE,42.65,0,lentic,seasonal
MC01,2011,1.0525925925925927,1.75,0,0,9.10377358490566,8.365384615384615,51,25.462962962962962,42.77777777777778,59.53703703703704,Milagra Creek,FALSE,50.91,0,lentic,seasonal
MC01,2013,1.064,1.12,0,0,10.426666666666668,13,14,5,60,35,Milagra Creek,FALSE,26.13,0,lentic,seasonal
MC01,2016,0.6881481481481482,1.2,0,0,19.637037037037036,13.518518518518519,67,NA,NA,NA,Milagra Creek,FALSE,29.78,0,lentic,seasonal
MC01,2017,1.09,1.3,0,0,12.558823529411764,12.058823529411764,14,10.882352941176471,21.764705882352942,67.3529411764706,Milagra Creek,FALSE,56.51,0,lentic,seasonal
MC01,2018,0.37224999999999997,0.4,0,0,19.6125,15.925,54,6.5,44.625,48.875,Milagra Creek,FALSE,24.45,0,lentic,seasonal
MC01,2019,0.6950000000000001,1.04,0,0,16.55,10,24,0,27.5,72.5,Milagra Creek,FALSE,48.7,0,lentic,seasonal
MC01,2020,0.27555555555555555,0.35,0,0,14.863934426229507,11.6,77,7.903225806451613,81.29032258064517,10.806451612903226,Milagra Creek,FALSE,22.94,0,lentic,seasonal
MC01,2021,0.05909090909090909,0.1,0,0,17.273684210526316,15.617647058823529,23,60,30,10,Milagra Creek,FALSE,13.48,0,lentic,seasonal
MC01,2022,0.94875,1.5,0,0,15.785714285714286,11.25,1,1.3333333333333333,37.77777777777778,60.888888888888886,Milagra Creek,FALSE,35.68,0,lentic,seasonal
MC01,2023,0.78,1.5,0,0,12.233333333333334,10.48,0,0.5,50.833333333333336,48.666666666666664,Milagra Creek,FALSE,52.63,0,lentic,seasonal
OL01,2020,NA,NA,0,0,15,NA,4,94,3,3,Olema Creek,FALSE,22.94,NA,lentic,perennial
OV01,2018,1.025,1.55,0,0,16.75,13.600000000000001,0,3,62.5,34.5,Oakwood Valley,FALSE,24.45,48.18181818181818,lentic,seasonal
OV01,2019,1,1,0,0,12.15,9.25,0,5,35,60,Oakwood Valley,FALSE,48.7,54.54545454545455,lentic,seasonal
OV01,2020,0.6166666666666667,0.8,0,0,13.866666666666667,7.666666666666667,0,11.666666666666666,53.333333333333336,35,Oakwood Valley,FALSE,22.94,60.909090909090914,lentic,seasonal
OV01,2023,0.4,0.5,0,0,15.5,8.2,0,2.5,85,12.5,Oakwood Valley,FALSE,52.63,80,lentic,seasonal
RC01,2010,1.0250000000000001,1.1,0,0,14.6,12,0,35,47.5,17.5,Redwood Creek,FALSE,42.65,NA,lentic,perennial
RC01,2011,0.875,1,0,0,10.666666666666666,6.9,0,NA,NA,NA,Redwood Creek,FALSE,50.91,NA,lentic,perennial
RC02,2010,0.8625,1.1,0,0,15.375,12.125,0,35,40,25,Redwood Creek,FALSE,42.65,NA,lentic,seasonal
RC03,2010,0.2833333333333333,0.4,0,0,14.1,11.666666666666666,0,0,100,0,Redwood Creek,FALSE,42.65,NA,lentic,seasonal
RC05,2010,0.2625,0.6,0,0,14.375,11.866666666666667,0,46.666666666666664,20,33.333333333333336,Redwood Creek,FALSE,42.65,NA,lentic,perennial
RC07,2010,1.2,1.2,0,0,14.75,14.025,0,5,10,85,Redwood Creek,FALSE,42.65,0,lentic,perennial
RC07,2013,0.72,0.72,0,0,13.59,10.067499999999999,40,NA,NA,NA,Redwood Creek,FALSE,26.13,0,lentic,perennial
RC07,2015,1.1065079365079364,1.65,0,0,18.475671641791045,10.996774193548386,66,0,55.46875,44.53125,Redwood Creek,FALSE,27.67,7,lentic,perennial
RC07,2016,1.2608474576271187,4.05,0,0,13.627966101694915,10.927966101694915,118,NA,NA,NA,Redwood Creek,FALSE,29.78,3.5,lentic,perennial
RC07,2017,0.508888888888889,1.24,0,0,14.588888888888889,8.037037037037036,24,0.037037037037037035,29.444444444444443,70.55555555555556,Redwood Creek,FALSE,56.51,0,lentic,perennial
RC07,2018,0.9604255319148937,1.2,0,0,20.646,10.56388888888889,100,6.64,51.06,42.3,Redwood Creek,FALSE,24.45,45,lentic,perennial
RC07,2019,1.184,1.55,0,0,10.90144927536232,8,71,12,70,18,Redwood Creek,FALSE,48.7,90,lentic,perennial
RC07,2020,1.1316666666666666,1.41,0,0,15.725862068965517,12.683720930232559,57,1.0952380952380953,29.023809523809526,69.88095238095238,Redwood Creek,FALSE,22.94,90,lentic,perennial
RC07,2021,1.4954545454545454,1.8,0,0,18.58,10.19,19,1.45,58.75,39.8,Redwood Creek,FALSE,13.48,90,lentic,perennial
RC07,2022,1.2086206896551723,2.1,0,0,14.472413793103449,8.086206896551724,32,0.6896551724137931,62.06896551724138,37.241379310344826,Redwood Creek,FALSE,35.68,92.5,lentic,perennial
RC07,2023,1.35,1.5,0,0,15.391304347826088,6.147826086956521,23,10.434782608695652,36.52173913043478,53.04347826086956,Redwood Creek,FALSE,52.63,95,lentic,perennial
