LocationID,BRDYEAR,mean_max_depth,max_depth,mean_salinity,max_salinity,AirTemp,WaterTemp,num_egg_masses,mean_percent_sub,mean_percent_emerg,mean_percent_water,Watershed,CoastalSite,yearly_rain,interpolated_canopy,water_flow,water_regime
RC08,2010,NA,NA,0,0,14.1,12.55,0,6.5,1,92.5,Redwood Creek,FALSE,42.65,NA,lentic,perennial
RC09,2010,NA,NA,0,0,14.850000000000001,13.1,0,0,5,95,Redwood Creek,FALSE,42.65,NA,lentic,perennial
RC10,2010,2,2,0,0,13.9,15.366666666666667,0,0,3.75,96.25,Redwood Creek,FALSE,42.65,0,lentic,seasonal
RC10,2011,1.6533333333333333,1.82,0,0,8.225,7.7,0,10,15,75,Redwood Creek,FALSE,50.91,0,lentic,seasonal
RC10,2013,1.225,1.8,0,0,13.7,12.25,2,NA,NA,NA,Redwood Creek,FALSE,26.13,0,lentic,seasonal
RC10,2014,NA,NA,0,0,NA,13.4,0,0,25,75,Redwood Creek,FALSE,22.93,5,lentic,seasonal
RC10,2015,1.49,1.49,0,0,17.259999999999998,16.05,0,22.5,37.5,40,Redwood Creek,FALSE,27.67,10,lentic,seasonal
RC10,2016,1.4122222222222223,2,0,0,18.2,11.966666666666667,2,NA,NA,NA,Redwood Creek,FALSE,29.78,17.5,lentic,seasonal
RC10,2017,1.28,1.48,0,0,14.8,11.133333333333333,4,4.222222222222222,36.44444444444444,59.333333333333336,Redwood Creek,FALSE,56.51,25,lentic,seasonal
RC10,2018,1.25,1.6,0,0,17.771428571428572,10.757142857142858,0,5.571428571428571,38.42857142857143,56,Redwood Creek,FALSE,24.45,22.5,lentic,seasonal
RC10,2019,NA,NA,0,0,10,NA,1,0,70,30,Redwood Creek,FALSE,48.7,20,lentic,seasonal
RC10,2020,1.275,1.5,0,0,17.32,9.86,1,3,68.75,28.25,Redwood Creek,FALSE,22.94,25,lentic,seasonal
RC10,2021,1.2166666666666668,2,0,0,18.8,11.825,1,4.166666666666667,84.16666666666667,11.666666666666666,Redwood Creek,FALSE,13.48,30,lentic,seasonal
RC10,2022,1.575,2,0,0,15.25,9.514285714285714,0,1.1111111111111112,70,28.88888888888889,Redwood Creek,FALSE,35.68,45,lentic,seasonal
RC10,2023,1.85,4.3,0,0,15.225,8.0125,5,10.625,69.375,20,Redwood Creek,FALSE,52.63,60,lentic,seasonal
RC11,2011,NA,NA,0,0,5.5,6.6,0,NA,NA,NA,Redwood Creek,FALSE,50.91,0,lentic,seasonal
RC11,2013,0.85,1,0,0,12.75,12.72,0,NA,NA,NA,Redwood Creek,FALSE,26.13,11.666666666666666,lentic,seasonal
RC11,2014,NA,NA,0,0,NA,14.05,0,0,15,85,Redwood Creek,FALSE,22.93,17.5,lentic,seasonal
RC11,2015,NA,NA,0,0,16.39,18.25,5,NA,NA,80,Redwood Creek,FALSE,27.67,23.333333333333332,lentic,seasonal
RC11,2016,1.2783333333333333,1.6,0,0,15.9,12.718181818181819,5,NA,NA,NA,Redwood Creek,FALSE,29.78,29.166666666666668,lentic,seasonal
RC11,2017,1.3261538461538462,1.92,0,0,15.385,12.495,15,0.55,8.4,91.1,Redwood Creek,FALSE,56.51,35,lentic,seasonal
RC11,2018,1.045,1.25,0,0,16.85,11.475,2,18.2,28.6,53.2,Redwood Creek,FALSE,24.45,40.833333333333336,lentic,seasonal
RC11,2019,NA,NA,0,0,10,11,6,0,35,65,Redwood Creek,FALSE,48.7,46.666666666666664,lentic,seasonal
RC11,2020,1.6099999999999999,2,0,0,16.5,11.76923076923077,10,3.076923076923077,10.76923076923077,86.15384615384616,Redwood Creek,FALSE,22.94,52.5,lentic,seasonal
RC11,2021,1.3416666666666668,1.8,0,0,19.933333333333334,15.860000000000001,2,5.166666666666667,15.833333333333334,79,Redwood Creek,FALSE,13.48,58.333333333333336,lentic,seasonal
RC11,2022,1.3454545454545455,1.6,0,0,15.841666666666667,10.309090909090909,9,14.615384615384615,20.76923076923077,64.61538461538461,Redwood Creek,FALSE,35.68,64.16666666666666,lentic,seasonal
RC11,2023,1.05,1.5,0,0,17.15,9.75,2,27.5,16.25,56.25,Redwood Creek,FALSE,52.63,70,lentic,seasonal
RC12,2011,1,1,0,0,7.5,6,0,NA,NA,NA,Redwood Creek,FALSE,50.91,NA,lentic,seasonal
RC13,2013,0.735,0.76,0,0,11,11.766666666666667,0,NA,NA,NA,Redwood Creek,FALSE,26.13,2.272727272727273,lentic,perennial
RC13,2014,0.96,0.96,0,0,18.2,15.5,1,15,35,50,Redwood Creek,FALSE,22.93,4.545454545454546,lentic,perennial
RC13,2015,0.83,0.88,0,0,17.22,NA,0,33,58.333333333333336,8.666666666666666,Redwood Creek,FALSE,27.67,6.8181818181818175,lentic,perennial
RC13,2016,0.80375,1.5,0,0,17.7,11.566666666666666,0,0,95,5,Redwood Creek,FALSE,29.78,9.090909090909092,lentic,perennial
RC13,2017,0.8354545454545454,0.93,0,0,16.036363636363635,11.227272727272727,5,1.2727272727272727,89.0909090909091,9.818181818181818,Redwood Creek,FALSE,56.51,11.363636363636363,lentic,perennial
RC13,2018,0.8833333333333333,1,0,0,18.68,10.975,0,0.8,71.6,27.6,Redwood Creek,FALSE,24.45,13.636363636363637,lentic,perennial
RC13,2019,0.924,0.99,0,0,NA,NA,2,0,86.66666666666667,13.333333333333334,Redwood Creek,FALSE,48.7,15.909090909090908,lentic,perennial
RC13,2020,0.85,0.9,0,0,17,10.925,0,10.4,84,5.6,Redwood Creek,FALSE,22.94,18.181818181818183,lentic,perennial
RC13,2021,1.275,1.5,0,0,19.9,11.025,0,2.25,80,17.75,Redwood Creek,FALSE,13.48,20.454545454545457,lentic,perennial
RC13,2022,0.9824999999999999,1.2,0,0,14.514285714285714,10.128571428571428,1,4,80.625,15.375,Redwood Creek,FALSE,35.68,22.727272727272727,lentic,perennial
RC13,2023,1.18,1.5,0,0,18.5,8.6,3,14,68,18,Redwood Creek,FALSE,52.63,25,lentic,perennial
RC14,2013,0.8,1,NA,NA,11.233333333333334,12,0,NA,NA,NA,Redwood Creek,TRUE,26.13,71.42857142857143,lentic,perennial
RC14,2015,NA,NA,NA,NA,17.455000000000002,17.1,2,0,20,80,Redwood Creek,TRUE,27.67,77.14285714285714,lentic,perennial
RC14,2016,1.3599999999999999,2,NA,NA,17.333333333333332,11.32857142857143,0,1,36,65,Redwood Creek,TRUE,29.78,80,lentic,perennial
RC14,2017,1.3,1.7,NA,NA,15.457142857142857,10.625,0,8.125,28.625,63.25,Redwood Creek,TRUE,56.51,82.85714285714286,lentic,perennial
RC14,2018,1.0966666666666667,1.25,4.5,9,19.3375,12.6125,1,7,10.428571428571429,82.57142857142857,Redwood Creek,TRUE,24.45,85.71428571428571,lentic,perennial
RC14,2019,NA,NA,NA,NA,NA,NA,0,5,15,80,Redwood Creek,TRUE,48.7,88.57142857142857,lentic,perennial
RC14,2020,1.1166666666666667,1.5,NA,NA,17.233333333333334,10.366666666666667,0,74.83333333333333,3.6666666666666665,21.5,Redwood Creek,TRUE,22.94,91.42857142857142,lentic,perennial
RC14,2021,1.575,1.8,NA,NA,17.775,12.25,0,56,12,32,Redwood Creek,TRUE,13.48,94.28571428571428,lentic,perennial
RC14,2022,1.4166666666666667,1.8,NA,NA,15.514285714285714,10.6625,0,3.888888888888889,11.666666666666666,84.44444444444444,Redwood Creek,TRUE,35.68,97.14285714285714,lentic,perennial
RC14,2023,1.5,2,NA,NA,16.76,9.7,0,5,17,78,Redwood Creek,TRUE,52.63,100,lentic,perennial
RC15,2015,NA,NA,0,0,NA,NA,0,0,85,15,Redwood Creek,FALSE,27.67,6.8181818181818175,lentic,seasonal
RC15,2016,0.45666666666666667,1.5,0,0,18.508,12.242857142857142,1,2.5,90,7.5,Redwood Creek,FALSE,29.78,9.090909090909092,lentic,seasonal
RC15,2017,0.5384615384615384,0.7,0,0,16.558333333333334,11.461538461538462,8,0.23076923076923078,93.38461538461539,6.538461538461538,Redwood Creek,FALSE,56.51,11.363636363636363,lentic,seasonal
RC15,2018,0.505,0.6,0,0,24.733333333333334,12.4,4,17.428571428571427,66.14285714285714,16.428571428571427,Redwood Creek,FALSE,24.45,13.636363636363637,lentic,seasonal
RC15,2019,NA,NA,0,0,NA,NA,2,0,96.33333333333333,3.6666666666666665,Redwood Creek,FALSE,48.7,15.909090909090908,lentic,seasonal
RC15,2020,0.21250000000000002,0.25,0,0,15.75,11,13,3.2,90.6,6.2,Redwood Creek,FALSE,22.94,18.181818181818183,lentic,seasonal
RC15,2021,0.35750000000000004,0.4,0,0,18.6,10.42,0,0.4,91.8,7.8,Redwood Creek,FALSE,13.48,20.454545454545457,lentic,seasonal
RC15,2022,0.3375,0.5,0,0,16.7125,10.424999999999999,7,0,88.33333333333333,11.666666666666666,Redwood Creek,FALSE,35.68,22.727272727272727,lentic,seasonal
RC15,2023,0.3666666666666667,1,0,0,15.138095238095238,8.290476190476191,20,0.47619047619047616,85.23809523809524,14.285714285714286,Redwood Creek,FALSE,52.63,25,lentic,seasonal
RC16,2015,NA,NA,0,0,17.39333333333333,NA,0,NA,NA,90,Redwood Creek,FALSE,27.67,NA,lentic,seasonal
RC16,2016,0.3375,0.45,0,0,19.833333333333332,12.375,0,NA,NA,NA,Redwood Creek,FALSE,29.78,NA,lentic,seasonal
RC16,2017,0.4885714285714286,0.65,0,0,14.942857142857143,9.857142857142858,0,3.4285714285714284,9.714285714285714,86.85714285714286,Redwood Creek,FALSE,56.51,NA,lentic,seasonal
RC17,2020,0.17333333333333334,0.25,0,0,16.566666666666666,12.9,0,36.666666666666664,18.333333333333332,45,Redwood Creek,FALSE,22.94,81.42857142857143,both,seasonal
RC17,2022,0.41666666666666663,0.6,0,0,18.766666666666666,10.133333333333333,0,0,64,36,Redwood Creek,FALSE,35.68,90.47619047619048,both,seasonal
RC18,2017,0.4,0.5,0,0,15.916666666666668,12.5,0,24.5,18,57.5,Redwood Creek,FALSE,56.51,NA,lentic,perennial
RC19,2015,NA,NA,0,0,19.2,NA,0,15,0,82.5,Redwood Creek,FALSE,27.67,NA,lentic,seasonal
RC20,2015,NA,NA,NA,NA,16.39,NA,21,60,NA,NA,Redwood Creek,TRUE,27.67,0,both,perennial
RC20,2016,0.675,0.75,NA,NA,14.033333333333333,10.45,0,0,20,80,Redwood Creek,TRUE,29.78,0,both,perennial
RC20,2017,0.42666666666666664,0.96,NA,NA,16.22,12.34,8,0.5333333333333333,69.66666666666667,29.8,Redwood Creek,TRUE,56.51,0,both,perennial
RC20,2018,0.3618181818181818,1,0.6,3,20.318181818181817,13.58,6,1.9,21.9,76.2,Redwood Creek,TRUE,24.45,0,both,perennial
RC20,2019,0.530952380952381,0.6,0,0,11,NA,24,NA,NA,NA,Redwood Creek,TRUE,48.7,0,both,perennial
RC20,2020,0.8939130434782608,1.3,5,5,17.241666666666667,13.154166666666667,17,0.125,37.041666666666664,62.833333333333336,Redwood Creek,TRUE,22.94,0,both,perennial
RC20,2021,1.510909090909091,2,0,0,19.472727272727273,12.629090909090909,62,1.6,64.30909090909091,34.09090909090909,Redwood Creek,TRUE,13.48,0,both,perennial
RC20,2022,0.8159259259259259,1,0,0,13.124324324324323,11.267567567567568,42,0.6578947368421053,30.263157894736842,69.07894736842105,Redwood Creek,TRUE,35.68,0,both,perennial
RC20,2023,0.5108695652173912,0.7,0.08333333333333333,2,15.995833333333334,12.154166666666667,24,9.583333333333334,65,25.416666666666668,Redwood Creek,TRUE,52.63,0,both,perennial
RC23,2017,0.2,0.25,0,0,15.475,10,0,6,83.25,10.75,Redwood Creek,FALSE,56.51,NA,lentic,seasonal
RC24,2017,0.18,0.18,0,0,15.933333333333334,11,3,8,67,25,Redwood Creek,FALSE,56.51,0,lentic,seasonal
RC24,2018,0.22499999999999998,0.3,0,0,NA,NA,0,22.5,62.5,15,Redwood Creek,FALSE,24.45,2.833333333333333,lentic,seasonal
RC24,2020,0.11,0.2,0,0,16.266666666666666,11,0,2.5,84.75,12.75,Redwood Creek,FALSE,22.94,8.5,lentic,seasonal
RC24,2021,0,0,0,0,NA,NA,0,NA,NA,NA,Redwood Creek,FALSE,13.48,11.333333333333332,lentic,seasonal
RC24,2022,0.21666666666666667,0.3,0,0,15.166666666666666,10.533333333333333,0,0,86.66666666666667,13.333333333333334,Redwood Creek,FALSE,35.68,14.166666666666668,lentic,seasonal
RC24,2023,0.3,0.4,0,0,15.775,10.425,1,37.5,50,12.5,Redwood Creek,FALSE,52.63,17,lentic,seasonal
RC25,2017,0.2605882352941177,0.27,0,0,13.629411764705882,13.470588235294118,23,2.6470588235294117,65.88235294117646,31.470588235294116,Redwood Creek,FALSE,56.51,10.714285714285715,lentic,seasonal
RC25,2020,0.25,0.3,0,0,14.37,10.7,9,3.3333333333333335,81.33333333333333,15.333333333333334,Redwood Creek,FALSE,22.94,12.857142857142856,lentic,seasonal
RC25,2022,0.24166666666666667,0.25,0,0,18.566666666666666,15.066666666666666,10,0,93.33333333333333,6.666666666666667,Redwood Creek,FALSE,35.68,14.285714285714285,lentic,seasonal
RC25,2023,0.32857142857142857,0.5,0,0,15.714285714285715,8.9,9,7.142857142857143,74.28571428571429,18.571428571428573,Redwood Creek,FALSE,52.63,15,lentic,seasonal
RC26,2020,NA,NA,0,0,11,NA,0,NA,NA,NA,Redwood Creek,FALSE,22.94,NA,lentic,seasonal
RC26,2022,0.2833333333333333,0.4,0,0,14.666666666666668,10.766666666666666,0,0,6.666666666666667,93.33333333333333,Redwood Creek,FALSE,35.68,NA,lentic,seasonal
RC26,2023,0.23333333333333334,0.3,0,0,16.066666666666666,9,0,6.25,3.75,90,Redwood Creek,FALSE,52.63,NA,lentic,seasonal
RL02,2010,2.4,2.5,0,0,15.759999999999998,13.639999999999999,8,30,20,50,Rodeo Lagoon,FALSE,42.65,3,lentic,perennial
RL02,2011,2.1,2.1,0,0,13.5,8.075,24,30,10,60,Rodeo Lagoon,FALSE,50.91,3.5,lentic,perennial
RL02,2013,1.2,1.2,0,0,15.883333333333333,10.65,5,NA,NA,NA,Rodeo Lagoon,FALSE,26.13,4,lentic,perennial
RL02,2014,NA,NA,0,0,NA,NA,0,15,15,60,Rodeo Lagoon,FALSE,22.93,4,lentic,perennial
RL02,2015,NA,NA,0,0,18.864,12.75,22,12.5,27.5,60,Rodeo Lagoon,FALSE,27.67,4,lentic,perennial
RL02,2016,0.9,0.91,0,0,16.8,11.588888888888889,7,NA,NA,NA,Rodeo Lagoon,FALSE,29.78,4,lentic,perennial
RL02,2017,0.4375,1.3,0,0,14.991891891891893,12.197297297297297,38,12.727272727272727,9.090909090909092,78.18181818181819,Rodeo Lagoon,FALSE,56.51,4,lentic,perennial
RL02,2018,0.6068518518518519,1.5,0,0,16.646875,11.628571428571428,166,50.853658536585364,15.487804878048781,33.65853658536585,Rodeo Lagoon,FALSE,24.45,4,lentic,perennial
RL02,2019,0.93,0.93,0,0,14.872357723577235,12.404065040650407,161,66.34920634920636,12.142857142857142,21.50793650793651,Rodeo Lagoon,FALSE,48.7,7,lentic,perennial
RL02,2020,1.3,1.3,0,0,14.977319587628866,10.061688311688313,159,24.409448818897637,58.661417322834644,16.929133858267715,Rodeo Lagoon,FALSE,22.94,10,lentic,perennial
RL02,2021,NA,NA,0,0,11.299259259259259,9.245185185185186,158,35.98837209302326,34.53488372093023,29.476744186046513,Rodeo Lagoon,FALSE,13.48,10,lentic,perennial
RL02,2022,NA,NA,0,0,15.488541666666666,10.945555555555556,120,64.43478260869566,15.021739130434783,20.543478260869566,Rodeo Lagoon,FALSE,35.68,10,lentic,perennial
RL02,2023,1.48140625,2,0,0,16.636923076923075,8.7203125,72,39.23076923076923,49.46153846153846,11.307692307692308,Rodeo Lagoon,FALSE,52.63,10,lentic,perennial
RL04,2010,NA,NA,4.4,4.4,15.25,12.775,0,2.5,8.75,88.75,Rodeo Lagoon,TRUE,42.65,0,lentic,perennial
RL04,2013,0.5,0.5,NA,NA,14.5,10.5,0,NA,NA,NA,Rodeo Lagoon,TRUE,26.13,0,lentic,perennial
RL04,2017,NA,NA,3.5,5,15.75,15.7,0,5,5,90,Rodeo Lagoon,TRUE,56.51,0,lentic,perennial
RL06,2018,NA,NA,0,0,13.55,14.15,0,0,98.5,1.5,Rodeo Lagoon,FALSE,24.45,NA,lentic,seasonal
RL06,2023,NA,NA,0,0,12,9.9,0,0,100,0,Rodeo Lagoon,FALSE,52.63,NA,lentic,seasonal
RL07,2018,NA,NA,0,0,8.8,NA,0,28.333333333333332,30,41.666666666666664,Rodeo Lagoon,FALSE,24.45,NA,lentic,perennial
RL07,2019,NA,NA,0,0,NA,NA,0,48.333333333333336,15,36.666666666666664,Rodeo Lagoon,FALSE,48.7,NA,lentic,perennial
RL07,2020,NA,NA,0,0,12.5,NA,0,33.75,13.75,52.5,Rodeo Lagoon,FALSE,22.94,NA,lentic,perennial
RL07,2021,NA,NA,0,0,10,NA,0,10,0,90,Rodeo Lagoon,FALSE,13.48,NA,lentic,perennial
RL07,2022,NA,NA,0,0,12,NA,0,22.5,5,72.5,Rodeo Lagoon,FALSE,35.68,NA,lentic,perennial
RL07,2023,0.7,0.8,0,0,12.06,9.2,0,21,7,72,Rodeo Lagoon,FALSE,52.63,NA,lentic,perennial
TV02,2015,NA,NA,0,0,15.7,13.8,1,5,15,80,Tennessee Valley,FALSE,27.67,3,lentic,perennial
TV02,2016,1.2125,1.32,0,0,16.433333333333334,11.033333333333333,2,NA,NA,NA,Tennessee Valley,FALSE,29.78,3,lentic,perennial
TV02,2017,1.4033333333333333,1.43,0,0,14.38888888888889,11.533333333333333,7,13.333333333333334,10.833333333333334,75.83333333333333,Tennessee Valley,FALSE,56.51,3,lentic,perennial
TV02,2018,1.211372549019608,2,0,0,16.93541666666667,13.763829787234043,47,18.75,22.5,58.75,Tennessee Valley,FALSE,24.45,3,lentic,perennial
TV02,2019,1.257391304347826,1.46,0,0,12.660869565217391,10.610204081632654,109,29.743589743589745,57.43589743589744,12.820512820512821,Tennessee Valley,FALSE,48.7,3,lentic,perennial
TV02,2020,1.2232608695652174,1.28,0,0,13.236912751677853,9.641610738255034,156,24.318181818181817,10,65.68181818181819,Tennessee Valley,FALSE,22.94,3,lentic,perennial
TV02,2021,1.1975,1.23,0,0,12.194230769230769,9.940384615384616,101,10,19.0625,70.9375,Tennessee Valley,FALSE,13.48,3,lentic,perennial
TV02,2022,1.2634883720930232,1.28,0,0,20.718604651162792,9.234939759036145,150,47.26744186046512,24.41860465116279,28.313953488372093,Tennessee Valley,FALSE,35.68,9,lentic,perennial
TV02,2023,1.79,3,0,0,12.541379310344828,7.8068965517241375,30,19.655172413793103,47.58620689655172,32.758620689655174,Tennessee Valley,FALSE,52.63,15,lentic,perennial
TV03,2018,NA,NA,0,0,13.3,12.4,0,7.5,87.5,5,Tennessee Valley,FALSE,24.45,40.476190476190474,lentic,perennial
TV03,2021,NA,NA,0,0,14.6,11.9,0,85,7.5,7.5,Tennessee Valley,FALSE,13.48,46.19047619047619,lentic,perennial
TV03,2022,NA,NA,0,0,19,11.5,0,68.2,19,12.8,Tennessee Valley,FALSE,35.68,48.095238095238095,lentic,perennial
TV03,2023,1.4875,2,0,0,14.75,10.35,0,72.5,18.75,8.75,Tennessee Valley,FALSE,52.63,50,lentic,perennial
TV06,2017,0.4666666666666666,1.4,0,0,13.1,10.95,0,0,36.666666666666664,56.666666666666664,Tennessee Valley,TRUE,56.51,28.75,lentic,perennial
TV06,2018,1.3,1.3,5,5,14.333333333333332,10.966666666666667,0,2.5,22.5,75,Tennessee Valley,TRUE,24.45,28.125,lentic,perennial
TV06,2021,2,2,0,0,17.366666666666667,13.966666666666667,0,2.5,40,57.5,Tennessee Valley,TRUE,13.48,26.25,lentic,perennial
TV06,2022,NA,NA,0,0,19.333333333333332,10.333333333333334,1,2.5,62.5,35,Tennessee Valley,TRUE,35.68,25.625,lentic,perennial
TV06,2023,1.68,2,0,0,14.6,9.06,0,7,80,13,Tennessee Valley,TRUE,52.63,25,lentic,perennial
WG01,2010,0.275,0.3,0.1,0.1,14.7,15.775,0,13.75,15,71.25,Wilkins Gulch,TRUE,42.65,33.529411764705884,lentic,seasonal
WG01,2012,0.28,0.34,NA,NA,18,15.75,0,27.5,22.5,50,Wilkins Gulch,TRUE,28.01,32.94117647058823,lentic,seasonal
WG01,2013,0.53,0.75,2.1,2.1,16.5,15.4,0,NA,NA,NA,Wilkins Gulch,TRUE,26.13,32.64705882352941,lentic,seasonal
WG01,2015,0.395,0.5,0.1,0.1,21,16.71333333333333,0,NA,NA,70,Wilkins Gulch,TRUE,27.67,32.05882352941177,lentic,seasonal
WG01,2016,0.36666666666666664,0.7,NA,NA,21,18,0,15,30,55,Wilkins Gulch,TRUE,29.78,31.764705882352946,lentic,seasonal
WG01,2017,0.39749999999999996,0.43,0,0,13.0375,12.7,8,0,23.181818181818183,76.81818181818181,Wilkins Gulch,TRUE,56.51,31.470588235294116,lentic,seasonal
WG01,2018,0.29875,0.3,1.0869565217391304,25,18.857142857142858,16.333333333333332,22,0,20,80,Wilkins Gulch,TRUE,24.45,31.176470588235293,lentic,seasonal
WG01,2019,0.40232558139534885,0.5,0,0,17.319148936170212,14,49,0,20,80,Wilkins Gulch,TRUE,48.7,30.88235294117647,lentic,seasonal
WG01,2020,0.4156140350877193,0.44,0.5614035087719298,24,15.25925925925926,13.157894736842104,59,0,19.65909090909091,80.3409090909091,Wilkins Gulch,TRUE,22.94,30.588235294117645,lentic,seasonal
WG01,2021,0.364,0.5,3.793103448275862,14,14.607142857142858,13.964285714285714,28,4,27.833333333333332,68.16666666666667,Wilkins Gulch,TRUE,13.48,30.294117647058822,lentic,seasonal
WG01,2022,0.4646153846153846,0.5,0,0,14,14.5,70,1.1904761904761905,22.61904761904762,76.19047619047619,Wilkins Gulch,TRUE,35.68,30,lentic,seasonal
WG01,2023,0.41701492537313434,0.57,0.16417910447761194,11,6.229508196721311,11,64,0,31.19402985074627,68.80597014925372,Wilkins Gulch,TRUE,52.63,30,lentic,seasonal
WU02,2023,1.2149999999999999,1.68,0,0,10.7,7.6,5,0,0,100,West Union,FALSE,52.63,30,lentic,seasonal
